"MEDIA TREND REPORT","","","Geography : Worldwide","","","","","","MyMetrix"
"","","","Location : All Locations","","","","","","MediaMetrix 2.0"
"","","","Time Period : June 2008 - August 2009","","","","","","(c)2009 comScore, Inc"
"","","","Target : Total Audience",
"","","","Media : 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...",
"","","","Measures : Total Unique Visitors (000)",
"","","","Date : 9/29/2009",

"Items 1 to 1000","",""," Jun-2008"," Jul-2008"," Aug-2008"," Sep-2008"," Oct-2008"," Nov-2008"," Dec-2008"," Jan-2009"," Feb-2009"," Mar-2009"," Apr-2009"," May-2009"," Jun-2009"," Jul-2009"," Aug-2009",
"877","[P]","PalTalk","2,714","2,949","3,301","3,245","2,964","2,846","3,099","3,053","4,656","4,626","4,781","4,446","4,606","4,844","4,476",
"878","[P]","Earthlink","7,514","7,606","6,762","6,888","6,606","5,986","5,796","5,543","5,806","5,486","5,477","4,998","4,292","4,568","4,474",
"879","[P]","BIGMIR.NET","2,662","4,790","4,569","4,720","4,342","4,065","4,994","4,966","4,640","4,983","4,776","4,080","3,373","4,031","4,473",
"880","[P]","GAMES2WIN.COM","3,579","5,169","4,787","5,186","4,825","4,639","5,165","5,229","4,940","4,663","4,901","4,718","4,483","5,174","4,469",
"881","[P]","OZQ8.COM","2,432","2,468","2,410","1,864","2,281","2,347","2,227","2,633","7,474","7,363","7,199","6,645","5,582","5,375","4,466",
"882","[P]","Bokee Sites","5,903","6,559","9,299","9,304","6,689","6,051","6,249","4,232","5,239","4,894","3,603","3,501","4,361","3,886","4,448",
"883","[P]","EUROPA.EU","4,428","3,553","3,266","4,154","4,371","4,478","3,939","4,829","5,929","5,907","5,573","6,394","5,376","4,717","4,432",
"884","[P]","TIMNHANH.COM","1,350","1,633","1,851","2,063","2,693","2,732","3,660","3,613","4,659","5,231","5,254","5,275","4,462","4,497","4,429",
"885","[P]","ALTOOLS.COM","998","977","1,918","1,532","2,682","2,987","3,453","4,346","4,577","6,492","6,897","3,441","3,887","5,183","4,421",
"886","[P]","HAWAAWORLD.COM","1,241","1,353","1,378","1,456","1,445","1,460","1,416","1,698","4,695","5,519","5,214","4,403","3,820","4,163","4,413",
"887","[P]","United Business Media","4,445","4,835","5,271","5,286","5,121","5,664","5,819","4,898","4,651","4,613","4,625","4,228","4,310","4,298","4,383",
"888","[P]","COOKPAD.COM","3,258","3,182","3,004","3,413","3,801","4,003","4,178","4,283","4,647","4,459","4,147","4,164","4,995","4,377","4,381",
"889","[P]","Imaginova Network","5,662","4,688","4,529","4,609","4,732","4,013","4,109","4,820","4,691","4,400","4,679","4,076","3,920","4,320","4,371",
"890","[P]","Citrix Systems, Inc.","3,685","3,946","3,630","3,746","4,147","4,087","3,989","4,755","4,483","4,446","4,164","4,286","3,982","4,186","4,354",
"891","[P]","MYLIVEPAGE.COM","3,847","4,488","4,214","4,359","4,512","4,415","4,755","5,011","4,966","5,257","4,929","4,432","4,262","4,095","4,343",
"892","[P]","Mapsolute","5,056","4,804","4,729","4,609","4,466","4,019","3,946","4,318","4,574","4,974","4,872","4,117","3,254","4,653","4,332",
"893","[P]","LOGMEIN.COM","4,002","4,503","5,670","6,588","6,977","6,614","5,451","5,289","4,912","5,686","5,049","4,603","3,945","4,597","4,306",
"894","[P]","1616.NET","N/A","N/A","4,336","4,787","4,823","4,933","5,844","5,041","5,362","4,757","4,799","3,640","3,197","4,900","4,288",
"895","[P]","Proto Corporation","N/A","N/A","N/A","N/A","N/A","N/A","N/A","4,817","4,586","4,551","3,819","3,747","4,365","3,953","4,217",
"896","[P]","TORRENTPORTAL.COM","4,113","3,756","4,624","4,258","4,791","4,143","4,150","4,283","4,489","5,499","5,450","5,264","3,793","4,337","4,186",
"897","[P]","OWNSKIN.COM","4,121","4,144","4,227","4,402","4,466","3,910","4,432","4,161","4,798","5,200","4,989","4,879","4,273","4,469","4,115",
"898","[P]","Veoh (App)","10,245","12,010","11,998","11,950","12,137","11,324","9,948","8,200","7,198","6,784","6,032","5,507","5,473","4,567","4,090",
"899","[P]","BWIN.COM","6,424","5,822","5,646","5,471","5,545","5,742","9,360","9,166","4,632","4,157","4,520","4,372","3,299","3,400","4,085",
"900","[P]","Interactive One","943","3,825","4,283","4,221","4,760","4,545","4,626","4,837","4,663","4,985","4,675","4,429","4,460","4,622","4,057",
"901","[P]","STARPULSE.COM","3,103","3,507","3,485","3,644","3,398","3,400","3,638","4,207","4,489","3,727","3,662","3,522","3,596","4,178","4,028",
"902","[P]","USSEARCH.COM","6,733","7,191","6,462","6,163","6,507","6,071","7,350","6,464","6,199","6,507","6,318","5,301","5,000","5,563","3,997",
"903","[P]","COOLS4U.COM","2,883","2,918","1,729","1,349","1,521","1,591","1,547","1,571","4,835","5,406","4,693","4,376","3,674","4,332","3,979",
"904","[P]","Thomson Reuters","4,743","4,822","4,733","5,923","6,025","5,702","5,213","6,631","5,556","6,040","5,475","5,335","4,376","3,739","3,966",
"905","[P]","NOWCOM","3,833","3,156","3,829","3,671","4,622","4,393","4,743","4,731","5,373","5,634","4,322","4,404","3,966","3,437","3,964",
"906","[P]","UPLOADED.TO","3,137","3,731","3,614","3,470","3,602","3,550","3,825","3,975","4,550","4,704","4,157","4,435","4,143","4,587","3,956",
"907","[P]","6ARAB.COM","1,782","2,070","1,974","1,485","1,919","1,811","1,785","1,870","5,543","6,023","5,138","4,747","4,280","4,331","3,950",
"908","[P]","BBVOD.NET","897","3,657","4,695","4,047","3,057","2,876","4,756","7,288","5,965","4,036","4,706","2,306","3,127","4,998","3,912",
"909","[P]","HONGXIU.COM","2,739","4,418","4,633","5,239","5,970","4,945","5,062","4,875","4,655","5,418","4,180","4,199","4,137","3,788","3,903",
"910","[P]","Ganz","N/A","N/A","N/A","N/A","N/A","N/A","N/A","5,962","5,548","5,821","6,844","4,462","3,839","4,164","3,885",
"911","[P]","PANET.CO.IL","2,114","2,366","2,165","2,093","2,372","2,075","2,143","1,912","4,853","5,086","4,793","4,061","4,130","3,832","3,885",
"912","[P]","COOLCHASER.COM","5,650","7,857","5,619","5,941","5,302","5,630","5,737","6,202","5,132","4,841","4,926","4,974","4,366","5,396","3,866",
"913","[P]","DUOTEGAME.COM","N/A","N/A","N/A","N/A","N/A","1,496","4,621","5,176","5,190","3,860","2,581","2,028","2,536","3,508","3,848",
"914","[P]","PHPNUKE.ORG","625","1,261","1,568","1,999","2,202","2,855","2,906","3,206","4,525","5,972","7,396","5,293","3,651","3,918","3,793",
"915","[P]","IRS.GOV","17,049","8,475","5,151","4,554","5,045","5,222","4,245","13,894","20,791","14,288","14,494","5,662","4,476","4,229","3,774",
"916","[P]","Benesse Corporation","N/A","N/A","N/A","N/A","N/A","N/A","4,740","4,650","5,370","4,457","4,920","3,885","4,740","4,469","3,756",
"917","[P]","SPLINDER.COM","4,768","4,070","3,841","4,644","4,970","4,630","4,623","4,384","4,664","4,700","4,464","4,390","3,933","3,911","3,753",
"918","[P]","Moneysupermarket.com Financial Group","6,136","5,790","5,069","4,350","3,965","4,415","3,931","5,266","4,519","4,445","3,775","3,704","3,567","4,204","3,752",
"919","[P]","Eutelia","7,750","7,861","6,978","7,308","7,286","6,164","6,385","6,377","6,000","6,221","6,163","5,703","5,535","5,583","3,743",
"920","[P]","Hallmark","5,806","5,296","5,354","4,962","6,293","6,699","10,027","5,393","6,405","4,649","5,074","4,687","4,246","3,725","3,607",
"921","[P]","Tchibo","4,018","3,811","4,426","5,341","4,437","5,165","5,069","5,248","4,919","4,823","3,913","3,288","2,908","3,234","3,602",
"922","[P]","Bravenet Web Services","6,047","5,355","5,740","4,930","4,819","4,793","4,561","4,782","4,612","4,831","4,455","3,992","3,741","3,844","3,586",
"923","[P]","ITV Sites","5,152","3,874","3,964","4,553","5,753","6,486","5,731","4,659","4,893","4,476","7,146","6,911","3,776","3,286","3,473",
"924","[P]","A&E Interactive","3,068","3,537","4,676","3,598","4,084","4,094","3,875","4,442","4,921","4,578","3,821","4,394","3,538","3,211","3,470",
"925","[P]","SHERV.NET","3,261","3,443","3,242","2,833","2,689","2,282","2,485","2,987","4,796","4,432","4,184","3,653","3,603","4,064","3,464",
"926","[P]","WILEY.COM","1,332","3,717","4,554","5,285","5,828","5,987","4,510","5,203","5,523","6,775","5,824","4,356","1,929","3,508","3,445",
"927","[P]","PYZAM.COM","4,281","4,634","5,161","5,107","6,152","5,357","8,066","5,834","5,147","5,441","5,015","4,541","4,384","4,897","3,391",
"928","[P]","VUI.VN","1,555","2,088","2,461","2,015","2,622","3,170","3,364","4,916","4,621","5,023","4,925","4,105","3,560","3,427","3,352",
"929","[P]","MYHOTCOMMENTS.COM","6,045","5,950","6,028","5,805","6,152","6,008","6,503","6,059","5,528","4,954","5,005","4,550","3,936","4,127","3,251",
"930","[P]","QVOD.COM","2,148","4,323","3,868","7,160","8,429","8,443","10,105","9,185","6,232","4,885","4,122","3,116","2,113","2,520","3,201",
"931","[P]","NHL Network","4,127","3,396","2,633","3,895","6,156","6,098","6,725","6,232","6,129","7,121","7,721","6,097","4,517","3,559","3,193",
"932","[P]","VENTE-PRIVEE.COM","3,198","2,614","1,759","3,466","4,603","5,221","4,867","4,238","4,552","5,105","5,047","5,105","4,695","4,393","3,169",
"933","[P]","NISSEN.CO.JP","3,271","4,113","3,499","4,204","4,459","4,547","4,540","4,680","4,497","4,287","4,393","4,177","4,886","3,775","3,121",
"934","[P]","Clearspring Technologies","N/A","N/A","N/A","N/A","4,133","5,849","6,474","7,059","6,974","8,056","3,208","4,838","4,159","6,058","3,112",
"935","[P]","HENHAOJI.COM","N/A","N/A","2,360","2,958","3,887","3,608","4,728","3,774","6,484","5,850","3,677","3,018","2,702","3,416","3,095",
"936","[P]","VTC.VN","1,179","1,701","2,359","1,767","3,035","3,382","4,322","4,604","4,469","4,464","4,605","4,452","3,443","3,339","3,066",
"937","[P]","TURKCELL.COM.TR","1,677","1,863","1,606","1,683","1,441","1,969","1,520","1,581","4,966","2,988","2,043","2,380","2,685","2,608","3,060",
"938","[P]","BLOGGUM.COM","2,963","2,893","3,389","3,409","3,531","3,425","3,265","3,541","5,473","5,202","2,671","2,389","2,443","3,085","3,046",
"939","[P]","Pangea Media","N/A","N/A","N/A","6,316","6,019","5,630","6,801","8,369","7,744","7,227","6,777","6,040","5,609","3,714","3,045",
"940","[P]","WEBHATTI.COM","1,795","2,463","3,128","2,992","2,905","2,969","2,925","2,934","4,585","4,783","4,004","3,159","2,954","3,223","3,032",
"941","[P]","DLTK Network Sites","3,406","2,699","3,365","4,210","5,531","4,614","4,476","3,986","4,556","4,562","4,217","4,412","3,105","2,828","2,998",
"942","[P]","Getty Images, Inc","2,768","2,894","2,366","2,463","2,511","2,359","2,094","2,621","6,838","7,296","6,999","6,885","2,409","2,773","2,955",
"943","[P]","SeaRainbow Holding Corp","2,501","3,608","3,488","4,377","4,345","4,011","4,594","4,597","4,431","4,287","3,745","3,186","2,477","2,827","2,907",
"944","[P]","Estee Lauder Sites","2,614","2,434","2,383","2,736","2,546","2,744","2,796","2,364","4,546","3,325","2,804","3,039","2,802","2,892","2,873",
"945","[P]","Weight Watchers International","4,414","4,334","3,672","4,753","3,931","3,059","3,388","7,625","6,218","6,280","5,165","4,920","4,006","3,641","2,853",
"946","[P]","BOOSJ.COM","N/A","N/A","N/A","N/A","2,926","2,913","4,988","4,629","4,757","4,100","5,006","3,222","4,129","7,042","2,669",
"947","[P]","COOLSAVINGS.COM","5,546","6,339","5,782","5,317","6,070","6,098","5,855","5,462","4,850","3,989","3,106","2,790","2,487","2,627","2,620",
"948","[P]","Notrefamille.com Sites","1,866","1,899","1,714","2,674","2,475","3,326","5,624","4,818","4,467","4,810","3,102","3,157","2,776","2,247","2,593",
"949","[P]","DIPAN.COM","N/A","N/A","N/A","1,845","1,845","3,921","3,544","3,948","7,613","4,751","5,824","2,521","671","3,316","2,459",
"950","[P]","KUWAITUP.COM","1,785","1,468","1,126","988","1,056","1,272","1,337","1,436","4,472","3,328","2,748","2,378","2,179","2,068","2,404",
"951","[P]","GAME2.CN","N/A","N/A","N/A","N/A","2,125","4,100","2,807","1,828","11,205","8,094","4,217","2,533","2,612","2,000","2,110",
"952","[P]","spreadshirt","3,489","2,842","3,056","3,504","3,416","4,383","5,332","6,253","6,517","3,577","3,045","3,421","3,333","3,063","2,086",
"953","[P]","Ziff Davis Media","14,505","14,404","13,387","12,614","13,502","13,478","14,679","11,459","12,617","12,838","11,249","12,028","1,643","1,708","1,892",
"954","[P]","KEENFINDER.COM","N/A","N/A","N/A","N/A","344","3,719","4,815","8,673","7,698","7,977","4,844","3,847","2,519","2,075","1,767",
"955","[P]","WOYO.COM","705","171","69","227","878","2,963","5,104","4,995","4,868","1,078","2,030","2,126","1,930","2,055","1,613",
"956","[P]","BUECHER.DE","2,721","3,236","2,745","3,001","3,939","3,918","4,448","4,509","4,676","3,879","4,113","1,200","990","1,356","1,333",
"957","[P]","EVA.VN","N/A","N/A","N/A","N/A","N/A","N/A","5,445","6,927","5,991","1,445","1,445","1,334","944","1,468","1,325",
"958","[P]","BOBMY.COM","N/A","N/A","5,063","101","53","813","3,446","5,052","4,498","503","47","1,228","2,344","2,369","1,155",
"959","[P]","8D.CN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3,360","5,213","5,160","2,198","1,679","3,309","1,886","1,149",
"960","[P]","IMAGEVENUE.COM","10,451","10,852","9,945","9,459","9,934","9,208","9,820","9,967","10,326","10,879","10,461","10,740","9,410","1,514","1,115",
"961","[P]","H&R Block","918","911","877","788","867","1,035","1,533","5,766","7,029","3,552","3,702","763","724","768","928",
"962","[P]","PROFLOWERS.COM","838","708","660","570","719","930","1,403","920","4,664","814","1,558","5,377","902","643","878",
"963","[P]","ZVue Networks","6,185","7,100","6,310","6,186","6,752","6,604","6,676","5,459","5,222","5,706","1,477","452","428","475","551",
"964","[P]","TaxACT","221","205","238","178","440","299","540","5,346","7,227","3,426","3,169","453","235","217","291",
"965","[P]","GAMEBTO.COM","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","5,725","6,023","6,844","2,753","266","241","195",
"966","[P]","OSCAR.COM","98","217","114","119","147","56","147","975","5,010","522","195","149","95","169","166",
"967","[P]","7988.NET","N/A","N/A","8,751","8,730","19,435","11,296","13,985","7,630","7,908","2,785","5,982","60","N/A","N/A","N/A",
"968","[P]","ABC.COM","8,136","10,086","9,001","18,547","13,961","12,221","9,512","13,544","13,663","11,785","10,626","10,235","6,556","N/A","N/A",
"969","[P]","Azureus (App)","4,386","4,484","4,497","4,618","4,990","5,325","6,137","7,027","6,711","N/A","N/A","N/A","N/A","N/A","N/A",
"970","[P]","BAIXAKI.COM.BR","30","45","59","128","130","53","30","5,500","11,084","N/A","N/A","N/A","N/A","N/A","N/A",
"971","[P]","BEARSHARE.COM","11,047","11,773","11,509","10,944","10,398","10,276","10,645","10,375","11,054","11,572","11,193","10,748","10,728","N/A","N/A",
"972","[P]","Business Week Online","3,231","2,785","2,810","3,193","3,649","4,103","4,130","4,324","4,483","5,196","N/A","N/A","N/A","N/A","N/A",
"973","[P]","GAMERSHELL.COM","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","4,479","5,018","5,221","N/A","N/A","N/A","N/A",
"974","[P]","GAMEZHERO.COM","4,412","5,096","4,811","3,781","3,098","3,658","4,288","4,730","4,745","N/A","N/A","N/A","N/A","N/A","N/A",
"975","[P]","GAZETA.PL","5,476","6,636","6,289","6,165","6,105","5,768","5,425","5,930","5,336","6,117","5,700","N/A","N/A","N/A","N/A",
"976","[P]","GEN.TR","10,327","9,083","8,874","9,523","9,060","8,937","8,571","8,589","11,564","N/A","N/A","N/A","N/A","N/A","N/A",
"977","[P]","HURRIYET.COM.TR","6,523","6,667","6,169","5,942","5,831","5,350","5,612","5,418","7,474","8,662","N/A","N/A","N/A","N/A","N/A",
"978","[P]","IFENG.COM","7,052","12,881","21,007","20,987","21,917","22,779","22,679","19,564","22,232","22,897","22,751","19,891","22,916","N/A","N/A",
"979","[P]","IMAGESHACK.US","26,089","28,838","28,022","32,701","34,074","32,885","31,640","32,138","33,182","34,790","N/A","N/A","N/A","N/A","N/A",
"980","[P]","IT168.COM","7,868","14,545","15,456","16,226","17,105","15,235","16,522","13,414","14,670","13,518","11,366","8,984","11,581","14,785","N/A",
"981","[P]","IZLESENE.COM","5,388","5,282","5,440","4,417","4,381","3,536","3,706","3,993","5,921","5,858","6,071","N/A","N/A","N/A","N/A",
"982","[P]","JOY.CN","N/A","7,297","11,554","17,306","17,657","15,306","15,605","13,054","19,803","14,251","14,193","11,407","13,119","N/A","N/A",
"983","[P]","Kaboose Family","3,824","3,560","4,119","4,069","5,325","5,507","5,085","4,226","4,730","4,522","4,544","3,906","N/A","N/A","N/A",
"984","[P]","Lastminute.com Sites","10,249","12,106","10,584","8,935","8,870","8,061","8,502","10,406","10,014","10,711","9,659","8,397","N/A","N/A","N/A",
"985","[P]","LIME Network","3,338","3,119","3,421","3,598","4,338","3,702","4,437","4,400","4,667","N/A","N/A","N/A","N/A","N/A","N/A",
"986","[P]","MARKETGID.COM","1,502","2,691","4,223","5,715","6,603","6,746","7,422","5,433","4,958","6,190","5,892","5,857","6,169","4,108","N/A",
"987","[P]","METROLYRICS.COM","20,664","20,201","20,957","21,884","23,042","22,966","24,067","23,327","23,723","25,568","N/A","N/A","N/A","N/A","N/A",
"988","[P]","MIXX.COM","1,075","1,768","2,363","2,544","4,083","4,188","4,689","5,189","5,832","N/A","N/A","N/A","N/A","N/A","N/A",
"989","[P]","MONEYTODAY.CO.KR","1,856","2,166","2,812","3,407","3,512","2,171","3,263","5,424","5,355","4,533","772","N/A","N/A","N/A","N/A",
"990","[P]","MYNET.COM","7,507","7,181","7,651","6,942","7,062","6,659","6,242","5,992","8,849","9,338","N/A","N/A","N/A","N/A","N/A",
"991","[P]","Neuf Cegetel","6,804","6,521","5,721","6,777","6,885","5,901","5,519","5,507","5,278","6,366","5,577","5,384","N/A","N/A","N/A",
"992","[P]","ODNOKLASSNIKI.RU","9,873","13,593","14,786","15,295","16,246","15,274","16,107","15,685","14,382","15,226","14,863","13,422","13,278","N/A","N/A",
"993","[P]","PICZO.COM","8,409","8,778","8,924","8,398","7,930","7,307","7,223","7,736","8,615","N/A","N/A","N/A","N/A","N/A","N/A",
"994","[P]","SODAHEAD.COM","1,835","2,602","3,179","3,648","3,790","3,423","4,789","4,783","5,961","N/A","N/A","N/A","N/A","N/A","N/A",
"995","[P]","SPOCK.COM","1,350","1,033","1,200","1,708","1,735","1,612","2,382","5,114","5,636","8,166","3,882","N/A","N/A","N/A","N/A",
"996","[P]","STARDOLL.COM","6,302","6,566","6,022","5,053","4,682","4,788","5,179","5,465","5,537","N/A","N/A","N/A","N/A","N/A","N/A",
"997","[P]","T-Online Sites","22,183","20,712","22,209","23,422","24,569","24,586","26,434","25,887","7,839","N/A","N/A","N/A","N/A","N/A","N/A",
"998","[P]","TAGGED.COM","12,333","13,371","14,546","16,166","14,794","22,300","22,174","22,123","29,139","31,646","31,723","31,150","30,919","N/A","N/A",
"999","[P]","USMAGAZINE.COM","3,224","6,359","4,355","3,763","3,432","3,143","4,019","6,052","5,032","7,159","6,552","7,725","7,648","9,721","N/A",
"1000","[P]","ZAPPOS.COM","4,855","4,953","5,164","4,952","5,411","6,091","7,528","5,822","5,116","5,728","6,211","5,820","4,787","N/A","N/A",


"Media Metrix 2.0 Legend" 

"[P]         Property" 
"[M]         Media Title" 
"[C]         Channel" 
"[S]         Subchannel" 
"[G]         Group" 
"[SG]         Subgroup" 
"[E]         Custom Entity" 
"[N]         Ad Network" 
"[A#]         Alternate Rollup" 
"[X1]         Extended Network" 
"[a1]         Advertiser Level" 
"[P1]         Product Level" 

"(H)         Full Hybrid - Used to identify entities that are measured and reported completely based on Panel-Centric Hybrid (Panel + Census) measurement." 
"(h)         Partial Hybrid - Used to identify entities with at least one child entity that is Full Hybrid, but not all." 
"w/History         Trend combines media previously reported under different parent and/or different level." 
"*         Indicates that the entity has assigned traffic to certain pages in the domain to other <a href="help.aspx?h=definitions#anchor2" target="_new">entities</a>." 
"**         Indicates that the entity is an advertising network." 
"(v)         Indicates that the advertising network has been verified by comScore." 
"...         Indicates data used fell below minimum reporting standards and/or data not available." 
"N/A         Indicates data is not available in the data set for reporting for the specified time period." 
"#         Caution - small base may result in unstable projection." 
"##         Directional purposes only - base too unstable for reliable projection." 
"Details on minimum reporting standards are located at: http://mymetrix.comscore.com/mmx/definitions_minreportingstandards.asp" 


 
comScore has made a step change to the Worldwide population estimate with July 2008 data. Please refer to http://mymetrix.comscore.com/app/ExtendedMMXUniversalFootNote.aspx for more information." 

